STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT11
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/8/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/9/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/10/2025,,,,,0.02,,0,,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/11/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/12/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/13/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/14/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/15/2025,,,,,0.02,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/16/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/17/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/18/2025,,,,,0.01,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/19/2025,,,,,0.02,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/20/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/21/2025,,,,,0.29,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/22/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/23/2025,,,,,0.21,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/24/2025,,,,,0.08,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/25/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/26/2025,,,,,0.11,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/27/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/28/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/29/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",4/30/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/1/2025,,,,,0.4,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/2/2025,,,,,0.19,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/3/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/4/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/5/2025,,,,,0.17,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/6/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/7/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/8/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/9/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/10/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/11/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/12/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/13/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/14/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/15/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/16/2025,,,,,0.14,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/17/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/18/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/19/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/20/2025,,,,,0.29,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/21/2025,,,,,0.19,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/22/2025,,,,,0.09,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/23/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/24/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/25/2025,,,,,0.02,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/26/2025,,,,,0.01,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/27/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/28/2025,,,,,0.04,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/29/2025,,,,,0.56,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/30/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",5/31/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/1/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/2/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/3/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/4/2025,,,,,0.11,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/5/2025,,,,,0.85,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/6/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/7/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/8/2025,,,,,0.16,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/9/2025,,,,,0.35,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/10/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/11/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/12/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/13/2025,,,,,0.01,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/14/2025,,,,,0.02,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/15/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/16/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/17/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/18/2025,,,,,0.08,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/19/2025,,,,,0.46,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/20/2025,,,,,0.29,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/21/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/22/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/23/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/24/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/25/2025,,,,,0.05,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/26/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/27/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/28/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/29/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",6/30/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/1/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/2/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/3/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/4/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/5/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/6/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/7/2025,,,,,0.02,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/8/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/9/2025,,,,,0.04,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/10/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/11/2025,,,,,0.52,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/12/2025,,,,,0.01,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/13/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/14/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/15/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/16/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/17/2025,,,,,0.28,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/18/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/19/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/20/2025,,,,,0.29,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/21/2025,,,,,0.19,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/22/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/23/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/24/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/25/2025,,,,,0.12,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/26/2025,,,,,0.19,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/27/2025,,,,,1.58,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/28/2025,,,,,0.01,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/29/2025,,,,,0.62,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/30/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",7/31/2025,,,,,1.06,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/1/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/2/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/3/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/4/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/5/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/6/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/7/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/8/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/9/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/10/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/11/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/12/2025,,,,,0.21,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/13/2025,,,,,0.95,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/14/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/15/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/16/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/17/2025,,,,,2.81,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/18/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/19/2025,,,,,1.7,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/20/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/21/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/22/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/23/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/24/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/25/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/26/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/27/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/28/2025,,,,,0.27,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/29/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/30/2025,,,,,0.08,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",8/31/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/1/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/2/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/3/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/4/2025,,,,,0.02,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/5/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/6/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/7/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/8/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/9/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/10/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/11/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/12/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/13/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/14/2025,,,,,0.54,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/15/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/16/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/17/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/18/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/19/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/20/2025,,,,,0.06,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/21/2025,,,,,0.07,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/22/2025,,,,,0.92,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/23/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/24/2025,,,,,0.15,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/25/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/26/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/27/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/28/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/29/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",9/30/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",10/1/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",10/2/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",10/3/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",10/4/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",10/5/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",10/6/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",10/7/2025,,,,,0.86,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",10/8/2025,,,,,0.48,,0,0,,,,,,,,,,,,,,,,,,
US1ILWL0136,"CRETE 3.3 ENE FRANKTUARY FARM, IL US",10/9/2025,,,,,0,,0,0,,,,,,,,,,,,,,,,,,
